Index,Name,Description,Brand,Category,MRP Price,Currency,Stock,EAN,Color,Availability,Internal ID,Qty,Selling Price,Category Section,Availability Status,discount
130,Thermostat Oven,Again itself food hotel story.,"Golden, Booker and Green",Automotive,520.0,INR,536,5016610000000,SaddleBrown,discontinued,20,598,478.4,Automotive,Unavailable,41.60000000000002
131,Dock,Already road prepare discuss senior learn.,"Norman, Dalton and Wolf",Women's Clothing,207.0,INR,285,3032790000000,Salmon,backorder,87,209,186.3,Apparel & Fashion,Temporarily Unavailable,20.69999999999999
132,Compact Heater Go Plus Smart,Realize bit you ball wall go successful.,"Richardson, Knox and Parsons",Makeup,307.0,INR,702,5786140000000,LightGray,pre_order,86,326,214.9,Beauty & Personal Care,Temporarily Unavailable,92.1
133,Eco Thermostat Oven Eco Go Edge,Mother agent similar out pass.,Hutchinson Ltd,Skincare,801.0,INR,176,1164890000000,AntiqueWhite,limited_stock,94,990,736.92,Beauty & Personal Care,Available (Limited),64.08000000000004
134,Advanced Projector Oven Thermostat Premium,Happen light difficult hit soldier time.,"Mcmillan, Benton and Schneider",Fitness Equipment,220.0,INR,165,8310850000000,LightSlateGray,in_stock,75,405,162.8,"Sports, Fitness & Outdoors",Available,57.19999999999999
135,Ultra Grill Grill Scale Rechargeable,Area spend ground inside key say open.,"Gilmore, Frey and Barron",Smartwatches,628.0,INR,521,330572000000,BlueViolet,discontinued,79,810,357.96,Mobiles & Electronics,Unavailable,270.04
136,Premium Camera Fast Ultra Go,Defense start speak visit perform play.,Carpenter Group,Smartphones,362.0,INR,918,8625610000000,Bisque,pre_order,9,932,188.24,Mobiles & Electronics,Temporarily Unavailable,173.76
137,Wireless Watch Go Max Prime,Respond whose responsibility huge try.,Brady-Meyers,Sports & Outdoors,864.0,INR,826,1829750000000,LimeGreen,discontinued,87,901,509.76,"Sports, Fitness & Outdoors",Unavailable,354.24
138,Smart Heater Clean Edge,Court say stuff.,"Sanford, Pennington and Lang",Cameras & Accessories,272.0,INR,693,7974380000000,GhostWhite,limited_stock,14,402,190.4,Mobiles & Electronics,Available (Limited),81.6
139,Bicycle Scooter,Reality read effort material quite.,Barrera-Phelps,Bedding & Bath,672.0,INR,941,9186090000000,DarkSalmon,backorder,2,829,571.2,Home & Living,Temporarily Unavailable,100.79999999999995
140,Rechargeable Treadmill Dock,Nothing behind suggest whole college answer.,"Wu, Mcclure and Peters",Books & Stationery,446.0,INR,341,8657120000000,DarkOrchid,limited_stock,29,411,258.68,"Toys, Books & Office",Available (Limited),187.32
141,Advanced Cooker,Could response her.,Mcdaniel-Shelton,Fragrances,899.0,INR,213,6667110000000,DarkOrchid,discontinued,57,882,467.48,Beauty & Personal Care,Unavailable,431.52
142,Smart Trimmer Clock Automatic Rechargeable,Respond call moment term.,Weiss LLC,Furniture,376.0,INR,704,6710130000000,LightGoldenRodYellow,backorder,8,476,259.44,Home & Living,Temporarily Unavailable,116.56
143,Kettle,Table huge most administration.,"Finley, Frey and Adkins",Clothing & Apparel,481.0,INR,842,113459000000,LightGray,limited_stock,95,136,303.03,Apparel & Fashion,Available (Limited),177.97000000000003
144,Projector Oven Thermostat,Onto but war while.,Benton Inc,Beauty & Personal Care,990.0,INR,812,7471410000000,ForestGreen,backorder,72,930,712.8,Beauty & Personal Care,Temporarily Unavailable,277.20000000000005
145,Silent Watch Mini Advanced,Break entire hundred opportunity ever usually.,"Blevins, Meadows and Porter",Haircare,546.0,INR,411,769344000000,PapayaWhip,backorder,51,339,387.66,Beauty & Personal Care,Temporarily Unavailable,158.33999999999997
146,Digital Radio Radio Air Lite,Mean main somebody staff first top.,Pham-Robinson,Skincare,39.0,INR,715,742007000000,DarkSlateGray,discontinued,6,474,32.37,Beauty & Personal Care,Unavailable,6.630000000000003
147,Premium Fan Premium,Point strong wait.,"Archer, Bryant and Parker",Makeup,832.0,INR,154,9846280000000,DarkTurquoise,backorder,97,806,665.6,Beauty & Personal Care,Temporarily Unavailable,166.39999999999998
148,Vacuum,Cold your shake send.,Lawson Group,Kids' Clothing,931.0,INR,980,2444640000000,Chocolate,discontinued,29,97,493.43,Apparel & Fashion,Unavailable,437.57
149,Portable Camera Vacuum Automatic Sense,Event win executive still science.,Norton LLC,Home Decor,337.0,INR,82,4991790000000,LightYellow,limited_stock,68,135,198.83,Home & Living,Available (Limited),138.17
150,Advanced Iron Cooler Iron Pro,Total health sometimes campaign standard.,Randolph-Richardson,Cycling,26.0,INR,500,8020900000000,CornflowerBlue,pre_order,40,344,18.98,"Sports, Fitness & Outdoors",Temporarily Unavailable,7.02
151,Fast Tablet Blender,Participant bank last success Republican once add effort.,Dixon-Pearson,Toys & Games,192.0,INR,558,1453610000000,DarkGray,pre_order,20,602,117.12,"Toys, Books & Office",Temporarily Unavailable,74.88
152,Eco Scale Speaker Powerbank 360,Treat ten country four thank whatever maintain training.,"Anderson, Barker and Blevins",Headphones & Earbuds,655.0,INR,760,8745780000000,DimGray,discontinued,66,956,510.9,Mobiles & Electronics,Unavailable,144.10000000000002
153,Silent Brush Scanner Automatic Max Sense,Early indeed world base compare owner parent.,Molina Group,Clothing & Apparel,619.0,INR,379,5541630000000,Crimson,discontinued,64,113,383.78,Apparel & Fashion,Unavailable,235.22000000000003
154,Wireless Trimmer Stove Fast,Husband technology against clear.,Drake-Stanley,Health & Wellness,400.0,INR,460,2891840000000,MediumSlateBlue,pre_order,43,173,240.0,Health & Wellness,Temporarily Unavailable,160.0
155,Silent Treadmill 360 Wireless One,Financial we successful to risk realize three.,"Simon, Andrade and Riggs",Home & Kitchen,797.0,INR,162,8947670000000,Wheat,out_of_stock,94,606,414.44,Home & Living,Unavailable,382.56
156,Smart Freezer Lite,Movement job moment none.,West LLC,Smartwatches,649.0,INR,430,3727050000000,Blue,pre_order,46,678,610.06,Mobiles & Electronics,Temporarily Unavailable,38.940000000000055
157,Compact Keyboard Speaker Portable Silent,Increase you policy early.,Hernandez-Castro,Cleaning Supplies,283.0,INR,122,4231900000000,SeaShell,pre_order,11,64,240.55,Home & Living,Temporarily Unavailable,42.44999999999999
158,Pro Scale Toaster 360 Lite,Brother interview now cause operation seek feel.,Villanueva-Steele,Women's Clothing,426.0,INR,343,6930170000000,GoldenRod,backorder,30,780,281.16,Apparel & Fashion,Temporarily Unavailable,144.83999999999997
159,Smart Powerbank Router Silent,Perhaps their much between company else.,Molina Group,Smartphones,735.0,INR,39,3727550000000,ForestGreen,pre_order,26,425,646.8,Mobiles & Electronics,Temporarily Unavailable,88.20000000000005
160,Compact Lock Thermostat Silent Prime Automatic,Best common significant factor.,Potter LLC,Fitness Equipment,36.0,INR,388,1361260000000,DimGray,out_of_stock,83,583,24.12,"Sports, Fitness & Outdoors",Unavailable,11.879999999999999
161,Ultra Clock Lock One One,International bag alone still size above.,Hobbs-Key,Health & Wellness,709.0,INR,49,1253670000000,GhostWhite,limited_stock,35,79,531.75,Health & Wellness,Available (Limited),177.25
162,Smart Mixer Grill Automatic Air,Why stand executive clearly go.,Cruz-Sanford,"Accessories (Bags, Hats, Belts)",145.0,INR,831,6913150000000,CornflowerBlue,pre_order,90,469,104.4,Apparel & Fashion,Temporarily Unavailable,40.599999999999994
163,Smart Fan Powerbank 360 Advanced,Allow plant within how.,Robertson-Brown,Books & Stationery,903.0,INR,857,7277230000000,HoneyDew,in_stock,81,931,568.89,"Toys, Books & Office",Available,334.11
164,Eco Iron Thermostat 360,Assume cover control stage such agency.,Huffman PLC,Women's Clothing,822.0,INR,853,4543810000000,ForestGreen,discontinued,15,235,419.22,Apparel & Fashion,Unavailable,402.78
165,Ultra Cooker,Employee religious top increase upon discussion son method.,Villegas-Stephenson,Fishing & Hunting,946.0,INR,838,1475170000000,Snow,discontinued,48,561,851.4,"Sports, Fitness & Outdoors",Unavailable,94.60000000000002
166,Thermostat Speaker,Relate score style perhaps its.,"Patton, Merritt and Baker",Toys & Games,745.0,INR,958,8759300000000,LemonChiffon,backorder,17,903,521.5,"Toys, Books & Office",Temporarily Unavailable,223.5
167,Eco Tablet Microphone Trimmer,Watch our painting measure central present husband once.,Arnold-Melton,Headphones & Earbuds,663.0,INR,995,7405610000000,LightSkyBlue,backorder,15,57,497.25,Mobiles & Electronics,Temporarily Unavailable,165.75
168,Automatic Webcam Powerbank Plus Pro,Number himself upon benefit training.,Howe Group,Grooming Tools,903.0,INR,409,4978870000000,Snow,backorder,47,218,713.37,Beauty & Personal Care,Temporarily Unavailable,189.63
169,Premium Speaker Keyboard One,Reveal second career true now true.,"Hurst, Travis and Cervantes",Books & Stationery,234.0,INR,300,9097180000000,MediumAquaMarine,discontinued,2,557,217.62,"Toys, Books & Office",Unavailable,16.379999999999995
170,Smart Charger Mini Smart,Section source land agreement consumer effect.,Frank and Sons,Laptops & Computers,990.0,INR,128,6113290000000,LimeGreen,in_stock,38,460,782.1,Mobiles & Electronics,Available,207.89999999999998
171,Premium Freezer Go Wireless One,Sell American type husband watch.,Simpson LLC,Smartwatches,420.0,INR,805,4553710000000,FireBrick,limited_stock,44,646,247.8,Mobiles & Electronics,Available (Limited),172.2
172,Silent Fan Premium Rechargeable,Building coach reflect economy oil.,Ballard-Potter,Camping & Hiking,44.0,INR,373,2769180000000,Violet,in_stock,67,370,36.96,"Sports, Fitness & Outdoors",Available,7.039999999999999
173,Lamp Scanner Vacuum,Suggest back ago onto approach positive.,Keith-Howe,Office Supplies,668.0,INR,858,1846700000000,Magenta,discontinued,37,888,494.32,"Toys, Books & Office",Unavailable,173.68
174,Pro Shaver Grill Premium,Collection Congress company mouth.,Bradshaw LLC,Men's Clothing,677.0,INR,900,6108110000000,Magenta,out_of_stock,1,462,379.12,Apparel & Fashion,Unavailable,297.88
175,Advanced Dock Automatic Silent Portable,Hope star recently certain.,Brady PLC,Automotive,563.0,INR,1,1743620000000,LightBlue,out_of_stock,23,299,410.99,Automotive,Unavailable,152.01
176,Digital Router Keyboard Portable,Position forward fill benefit.,Goodwin Inc,Team Sports,117.0,INR,352,9402360000000,AntiqueWhite,pre_order,20,942,60.84,"Sports, Fitness & Outdoors",Temporarily Unavailable,56.16
177,Eco Tablet Cooler Fridge Ultra Wireless Mini,Center sometimes word candidate will kind about.,Wilkins PLC,Men's Clothing,172.0,INR,141,3960030000000,Turquoise,backorder,67,354,154.8,Apparel & Fashion,Temporarily Unavailable,17.19999999999999
178,Fast Oven Trimmer 360 Go Sense,Help law enter charge data.,"Frazier, Gamble and Meza",Clothing & Apparel,687.0,INR,706,5701280000000,Purple,out_of_stock,78,426,597.69,Apparel & Fashion,Unavailable,89.30999999999995
179,Eco Vacuum Fan Silent Mini,Sense story fast final such standard.,"Mcguire, Peterson and Pratt",Home Decor,823.0,INR,566,9709640000000,Green,out_of_stock,25,713,493.8,Home & Living,Unavailable,329.2
180,Rechargeable Speakerphone Advanced Air,Force life truth involve care range ground.,Fernandez-Russell,Smartwatches,518.0,INR,502,3140240000000,SlateBlue,in_stock,57,605,341.88,Mobiles & Electronics,Available,176.12
181,Portable Speakerphone,Happen voice out follow stock situation.,Mann Ltd,Furniture,444.0,INR,245,9205620000000,LightSlateGray,discontinued,75,718,301.92,Home & Living,Unavailable,142.07999999999998
182,Rechargeable Freezer,Save decade process cover bank people.,"Hudson, Mueller and Vargas",Home Decor,900.0,INR,330,9883560000000,PaleVioletRed,backorder,36,294,846.0,Home & Living,Temporarily Unavailable,54.0
183,Smart Charger Stove Watch Advanced,Throughout age scientist.,Levine-Dominguez,Headphones & Earbuds,753.0,INR,204,2223530000000,SkyBlue,limited_stock,60,771,632.52,Mobiles & Electronics,Available (Limited),120.48000000000002
184,Automatic Router X Advanced,Anyone allow couple economic PM quickly.,Park Group,Team Sports,259.0,INR,171,4428140000000,Tomato,limited_stock,87,337,243.46,"Sports, Fitness & Outdoors",Available (Limited),15.539999999999992
185,Speakerphone,Nearly red view management be support.,Santos PLC,Clothing & Apparel,124.0,INR,852,7627410000000,BlanchedAlmond,out_of_stock,22,480,73.16,Apparel & Fashion,Unavailable,50.84
186,Portable Mouse Speaker Cooler Digital Premium Air,Green apply hold hope.,Reyes Group,Cycling,3.0,INR,784,2817280000000,SlateBlue,pre_order,31,658,2.43,"Sports, Fitness & Outdoors",Temporarily Unavailable,0.5699999999999998
187,Automatic Drone Clean,Develop policy detail number.,"Branch, Rocha and Orozco",Clothing & Apparel,186.0,INR,655,2329350000000,AntiqueWhite,in_stock,30,911,158.1,Apparel & Fashion,Available,27.900000000000006
188,Wireless Webcam Mouse Silent,Goal machine back magazine personal.,Tapia-Russo,Kitchen Appliances,725.0,INR,782,828432000000,Snow,pre_order,16,366,384.25,Home & Living,Temporarily Unavailable,340.75
189,Wireless Heater Mixer Shaver One Mini Compact,Chair level speak process site position set.,"Hunter, Mullen and Haley",Fishing & Hunting,292.0,INR,37,9349310000000,ForestGreen,pre_order,5,375,254.04,"Sports, Fitness & Outdoors",Temporarily Unavailable,37.96000000000001
190,Heater,Focus probably onto billion.,"Singh, Allison and Horton",Automotive,429.0,INR,941,6633680000000,HoneyDew,in_stock,9,355,326.04,Automotive,Available,102.95999999999998
191,Smart Brush Touch Smart Fast,Teacher both three miss.,Mclean-Ortega,Kids' Clothing,765.0,INR,315,2679450000000,Gold,limited_stock,70,773,650.25,Apparel & Fashion,Available (Limited),114.75
192,Premium Scooter Dock Shaver Advanced Smart Go,Shoulder wish boy dream main final over.,Brennan-Kline,Cameras & Accessories,518.0,INR,249,8258370000000,BlueViolet,in_stock,72,76,486.92,Mobiles & Electronics,Available,31.079999999999984
193,Heater,Low even member scientist chair fill everyone.,Rasmussen-Mckee,Cycling,248.0,INR,130,4462260000000,Turquoise,discontinued,75,866,173.6,"Sports, Fitness & Outdoors",Unavailable,74.4
194,Compact Powerbank Iron Brush One Lite 360,Stand record push realize oil community early plant.,Mckee-Golden,Haircare,589.0,INR,222,4074650000000,YellowGreen,in_stock,95,959,500.65,Beauty & Personal Care,Available,88.35000000000002
195,Freezer Powerbank Watch,Small tell employee attention activity top eight.,"Reed, Christian and Walters",Sports & Outdoors,180.0,INR,697,4731980000000,SlateGray,discontinued,84,990,100.8,"Sports, Fitness & Outdoors",Unavailable,79.2
196,Ultra Fridge Camera Rechargeable,Teach want to those base understand agreement.,"Morrison, Hodge and Hart",Cycling,456.0,INR,617,1837230000000,DarkRed,discontinued,85,281,264.48,"Sports, Fitness & Outdoors",Unavailable,191.51999999999998
197,Eco Lock Smart Smart Wireless,Listen poor cover account particular two away present.,Stuart and Sons,Fragrances,516.0,INR,429,3092100000000,Coral,in_stock,21,683,490.2,Beauty & Personal Care,Available,25.80000000000001
198,Pro Powerbank Projector,Next edge full theory recognize.,Wise Group,Cameras & Accessories,19.0,INR,281,7280630000000,GhostWhite,out_of_stock,57,250,16.91,Mobiles & Electronics,Unavailable,2.09
199,Advanced Brush,Debate paper trip station.,"Schmidt, Greene and Huerta",Men's Clothing,836.0,INR,283,270226000000,Tomato,discontinued,67,107,785.84,Apparel & Fashion,Unavailable,50.15999999999997
200,Clean Camera Bicycle Speakerphone,Young contain exist major.,Bryant-Bauer,Fragrances,752.0,INR,686,414341000000,Chartreuse,discontinued,54,779,421.12,Beauty & Personal Care,Unavailable,330.88
201,Digital Mouse Pro Mini,Method a discussion.,Oneill-Phillips,Fragrances,553.0,INR,450,2029270000000,DarkGray,backorder,96,281,475.58,Beauty & Personal Care,Temporarily Unavailable,77.42000000000002
202,Silent Fridge Cooker Max Plus,Traditional spend every we nearly life build.,Petty Group,Books & Stationery,565.0,INR,308,1162440000000,SeaGreen,pre_order,43,302,333.35,"Toys, Books & Office",Temporarily Unavailable,231.64999999999998
203,Smart Trimmer Cooler Ultra Rechargeable,Candidate ask three push nothing management standard wonder.,Soto PLC,Women's Clothing,162.0,INR,185,254732000000,LemonChiffon,backorder,24,495,81.0,Apparel & Fashion,Temporarily Unavailable,81.0
204,Digital Cooker Cooler,Find since author situation war poor.,"Walsh, Benitez and Meza",Home Decor,46.0,INR,385,2268780000000,PaleVioletRed,limited_stock,54,254,24.84,Home & Living,Available (Limited),21.16
205,Clean Kettle Brush Fan Portable Smart Digital,Writer pretty public improve seat fight hope.,Byrd-Meza,Beauty & Personal Care,192.0,INR,298,3649740000000,PaleGreen,limited_stock,74,228,176.64,Beauty & Personal Care,Available (Limited),15.360000000000014
206,Ultra Camera Router Fan,South see benefit.,Osborne-Vaughan,Fragrances,725.0,INR,552,7326820000000,DarkSalmon,discontinued,93,252,681.5,Beauty & Personal Care,Unavailable,43.5
207,Scanner Mouse,Play television care control enjoy.,Scott-Hendrix,Kitchen Appliances,143.0,INR,964,2578120000000,PeachPuff,pre_order,94,989,127.27,Home & Living,Temporarily Unavailable,15.730000000000004
208,Pro Webcam Webcam Stove One Sense,Big administration still different small near agency.,Cross-Zhang,"Accessories (Bags, Hats, Belts)",640.0,INR,674,835680000000,Salmon,limited_stock,89,669,435.2,Apparel & Fashion,Available (Limited),204.8
